Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Poland,POL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,408363578222.806,425480798015.303,449118371814.568,465721117480.654,496084937540.944,521378564410.378,564984150602.504,619752123320.078,685879115838.681,713587883342.486,772059149362.332,837372545275.293,868792896878.243,895538422685.005,930713547637.937,986632040047.226,1034762526091.51,1096937308900.96,1176326593175.8,1306039185025.87,1339936661751.61,1451722369321.13,1654692199802.81,1706103805622.98,1811321761308.79,1905340738713.6
Portugal,PRT,"Population, total",SP.POP.TOTL,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10297081,10361831,10434332,10578174,10694681,10804871
Portugal,PRT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,191155966953.653,198898719234.73,208897263871.468,215875545835.231,222318024660.686,235520712553.387,252286239042.194,263559475670.836,272070320114.187,270180427768.767,279319487116.135,277958125963.957,272145681023.063,288238429285.461,293041047354.492,298736909497.784,318759416957.173,332023681230.111,350328004453.571,380253376237.318,365027777419.563,396583743468.674,463623551839.594,513191696820.546,551173763985.17,564473737313.232
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3724465,3693464,3661045,3631427,3585017,3535167,3480432,3410837,3290690,3302691,3281591,3262731,3220148,3203794,3202521,3184835
Puerto Rico (US),PRI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,58674261902.7308,60473127443.7621,61279104383.1738,63042752120.7543,71590383835.3249,73327078426.0348,75560874275.5245,78383621202.7532,77521461605.0612,75381633788.4814,75232928048.5791,76671237933.7386,78726304482.8216,78884732202.6227,77982108386.8448,76936606041.6484,75279386784.2397,72551408524.386,74270167519.7108,80518631938.3099,82512343294.8425,91214417323.8454,100812290113.887,105383169426.853,109275285439.869,112526098426.65
Qatar,QAT,"Population, total",SP.POP.TOTL,644989,677925,711205,744682,773332,825408,972831,1208595,1426938,1608903,1616832,1624761,1722438,1916426,2151745,2344557,2477113,2545820,2580734,2638657,2794148,2504910,2657333,2656032,2857822,2972215
Qatar,QAT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,54253741350.5356,60057189063.4743,64948530538.0742,70757521115.825,81955527308.9154,85216268393.7865,120302684605.949,145893287961.388,173956490462.05,188135141792.085,220510420626.468,261273506427.566,291431689891.229,307354935114.245,304895573775.523,235124892587.594,221149622703.867,252289766909.688,278164070957.121,276570054142.864,224698313877.286,288156263217.733,315104407118.347,332921893591.976,349647777042.142,375358463057.074
Romania,ROU,"Population, total",SP.POP.TOTL,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19265250,19122059,19048502,19061062,19051804,19020271
Romania,ROU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,130468094886.926,143491707222.934,154082304580.214,159275330533.738,184739891617.761,198699698653.599,236699080243.4,276897670311.361,337095539053.418,334633178120.712,349670743814.23,376946098923.837,393466001702.79,387467193968.889,408847144936.366,424002820359.533,464671787406.149,520231159677.6,563783384909.545,640762220371.203,651506214622.187,705054607640.134,775445014528.109,854620334739.169,913020500393.656,942485408724.487
Russian Federation,RUS,"Population, total",SP.POP.TOTL,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785348,142849468,143018195,143378447,143805638,144237223,144640716,145015460,145293260,145398106,145453291,145245148,144746762,144236933,143826130,143669648,143513328
Russian Federation,RUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,974627421657.537,1059732182384.89,1145642785078.87,1297686739867.81,1441505486230.11,1655585780406.95,2071121544063.67,2324720237537.23,2797648415306.52,2678612196779.71,2836588557956.2,3163098238376.86,3373665030002.68,3611852783396.69,3639325111273.83,3428609968105.44,3440587138811.78,3705398029014.97,4128705266499.84,4434790959251.04,4542377364597.36,5554500399718.39,5881919339924.82,6395811717846.94,6880978744466.89,7184895114078.46
Rwanda,RWA,"Population, total",SP.POP.TOTL,8213931,8287094,8400180,8586875,8816844,9054528,9299246,9549933,9804269,10060432,10317553,10573733,10829901,11093340,11364757,11640022,11919183,12202060,12487996,12776103,13065837,13355260,13651030,13954471,14256567,14569341
Rwanda,RWA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4907993581.29054,5422283966.66485,6243985493.66429,6477291915.33575,7148254576.52491,8103243541.89396,9126386582.47348,10137086722.7065,11451680853.4801,12250424856.4938,13283232999.4338,14637071823.7382,15339181485.6388,16266374519.2936,18376045024.6331,20099419395.1923,21384135399.6412,23026973178.0711,25629275803.6927,29385413425.8461,30187137455.3906,36498466875.8114,42849988443.0686,48189576454.1665,52740653763.5362,59335325158.7313
Samoa,WSM,"Population, total",SP.POP.TOTL,181685,183166,184471,185430,186249,186978,187709,188753,190107,191513,193023,194713,196498,198268,200037,201782,203499,205415,207582,209780,211944,213779,215261,216663,218019,219306
Samoa,WSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,524462921.596805,571104617.329809,609234919.995257,651797433.298096,692696281.581245,758997654.476733,801505922.892441,832438511.043531,879469007.925736,894426124.842378,979844003.801446,1029666341.52497,1012632571.24067,1031256485.48272,1052915834.04059,1123777861.53962,1222113563.26736,1252274039.1281,1268070469.44073,1337924318.6516,1325666053.14528,1335493624.24163,1451367114.86656,1757248016.77195,1882883642.38794,2040396883.42085
San Marino,SMR,"Population, total",SP.POP.TOTL,26799,27143,27491,27843,29457,29836,30184,31211,31662,33066,33270,32620,33469,33041,32655,32897,33101,33825,34522,34663,34770,34252,33755,33860,33977,34109
San Marino,SMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1643833704.00057,1712106877.86276,1822938302.39423,1732664315.10639,1998662695.832,2341555605.07404,2435105882.32484,..,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,144018,146375,149922,153814,157705,161639,165638,169700,173793,177853,181802,185649,189439,193148,196767,200291,203689,206970,210187,213392,217435,221961,226305,230871,235536,240254
Sao Tome and Principe,STP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,241959959.779322,266283356.520015,280156346.414248,314068186.14804,333117109.763608,368382663.535732,431448057.528989,463214627.604287,486753149.795137,505405835.410271,518684183.896934,540005522.973479,508449786.477181,575497917.00033,653863304.98255,643279378.970774,682740049.932667,710351814.09746,832263715.078024,992344539.791263,1129943800.78372,1279059021.87556,1619043542.9214,1552875155.43432,1501719619.8357,1661600982.34025
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,16177722,17041397,17910910,18786767,19669480,20559890,21459144,22368313,23287877,24217654,23978487,25091867,26168861,27624004,28309273,29816382,30954198,30977355,30196281,30063799,31552510,30784383,32175224,33702731,35300280,36973555
Saudi Arabia,SAU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,788933694397.435,805156800341.983,813433790854.751,897789215830.807,1009436085148.44,1102392469169.78,1184431092236.93,1249854151195.65,1356407508922.54,1353535843344.58,1449902161510.65,1647148214309.85,1746871146006.31,1765588384301.35,1823364771611.67,1657563899310.71,1580191818012.66,1671908742590.68,1809520870407.34,1807034419579.96,1521224114374.55,1952887776474.82,2331293304358.02,2429192381940.75,2557004747910.91,2750822096954.53
Senegal,SEN,"Population, total",SP.POP.TOTL,9968260,10212942,10466214,10721176,10975704,11235472,11500094,11770344,12048959,12337389,12635413,12958897,13310495,13710849,14152102,14593331,15034521,15475002,15914498,16352922,16789219,17220867,17651103,18077573,18501984,18931966
Senegal,SEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,19274859988.5331,20623928318.1625,20903328535.1485,22595945841.3661,24324904516.8351,26190711931.7216,27703166416.4997,29262375610.8129,31006251400.5582,31808483925.0694,33328572974.3903,34243503559.0008,36165936197.5421,37314338404.2991,39616725354.1839,42733829453.1543,45403289432.3498,48576900844.587,52395962159.8885,57985005590.1967,61487304401.448,70143080774.3565,77375058799.0166,83190115517.027,89006252967.8192,96528820548.9688
Serbia,SRB,"Population, total",SP.POP.TOTL,7516346,7503433,7500031,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7236519,7201497,7166553,7131787,7095383,7058322,7020858,6982604,6945235,6899126,6834326,6664449,6623183,6586476,6549143
Serbia,SRB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,48221405282.2616,51066584012.2019,56501270843.2138,59672054022.2512,64518731387.1492,69128440146.0617,76586572674.5762,83672031978.4841,93886926209.432,94091980694.7006,95166828245.7044,99626500556.3424,101188428835.088,105186739810.513,105132071435.14,105393241118.576,109994009595.185,113828182147.173,122667760235.485,135616243247.473,140759009549.357,154080844370.065,165995575880.57,186945059649.142,202692194656.781,208118753419.696
Seychelles,SYC,"Population, total",SP.POP.TOTL,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462,99258,119878,119773,121354,122730
Seychelles,SYC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1130167473.70759,1155500399.60425,1108029863.81612,1103633145.77244,1180221151.95133,1326141184.0116,1494943018.5264,1546346486.49807,1509958841.3176,1506426489.69865,1610456214.94227,1772093986.20476,1960246710.85199,1897708187.48859,2138219523.42142,2238093886.9499,2537899307.22492,2741787451.90111,2956999275.75848,3207157759.07942,2949262321.11593,2838625045.38652,3391233745.07064,3684505717.2119,3920634138.98184,4287420227.82802
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4423611,4692716,4971435,5177687,5355717,5501712,5624466,5749352,5894722,6055646,6222714,6387251,6551080,6714051,6876385,7037655,7205328,7379299,7554563,7731991,7912558,8094602,8276807,8460512,8642022,8819794
Sierra Leone,SLE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5385223947.88434,5196678789.55229,6739759404.9811,7423979686.16494,7585258125.75647,8369137081.4023,8178875131.09325,8446125838.00906,9343347268.82283,10515010339.7055,11689319852.5344,12462019152.0012,14730670471.4883,17078661973.6256,18051444279.4097,17717851725.4321,18686236340.5654,18139005919.0001,19732906598.5753,20684225114.6696,21430045784.3253,22833547210.3092,25765934994.5268,28281260846.2701,30233922017.6486,32561764223.8941
Singapore,SGP,"Population, total",SP.POP.TOTL,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,5453566,5637022,5917648,6036860,6111175
Singapore,SGP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,175268013281.484,177193005510.076,184518919782.425,195379502324.41,212892598201.174,236722407662.126,274306788427.281,307413398849.476,315740166757.737,313112452691.338,378652526067.753,400707778808.442,416795638280.343,424444387608.882,446405425660.506,449493482173.023,475964033432.15,504153060267.336,513931267625.663,529362380954.598,508645558546.4,620345959026.63,656410658221.884,690204832699.568,764422891803.151,829610766156.072
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,30773,30726,30960,31327,31690,32057,32428,32791,33145,33491,33794,34267,35023,35854,36672,37471,38249,38996,39712,40385,41008,41571,42139,42749,43350,43923
Sint Maarten (Dutch part),SXM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,1180543993.47309,1231750282.89521,1317707579.32987,1208474211.58653,1270943038.59608,1545230062.86482,1621729461.34174,1672291522.08964,1700895534.97952,1616777663.83447,1780957398.67313,1555243075.40859,1633031011.67203,1993551191.19996,2146305392.22161,2256955212.4798,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827,5447247,5431752,5426740,5422069,5413813
Slovak Republic,SVK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,61013980921.0208,66551367293.1609,71277512952.5731,72019895772.6764,78335427634.1427,86746388886.4294,98753366575.4491,110947884607.048,125278893995.497,123615536279.133,133900200705.656,136512307294.33,143574410059.024,150743681840.024,155893671767.488,159473758412.2,157911266827.506,161477192588.39,168835253164.918,180845112504.828,191064251978.164,202761741315.044,219213142028.355,239945691329.47,250988607360.386,259434049483.888
Slovenia,SVN,"Population, total",SP.POP.TOTL,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2102419,2108079,2112076,2120461,2127400,2130986
Slovenia,SVN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35498089851.9944,37347130631.0005,39546546634.0697,41293319187.0841,44473126027.1133,46927575044.8671,50670307649.6719,54154744583.4556,57983568664.0191,54605474326.4043,55743819358.3573,58142479606.3913,58292943392.5573,60228081645.3734,62469883532.5199,62704311118.1291,67737919896.8647,73649858194.9631,79172373029.4638,87410741061.9781,87653954762.455,95939240190.7429,108696998603.143,117837723537.941,121175458388.515,125469503348.303
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,440469,449125,457671,466154,474611,483080,491594,500156,508790,518141,532968,552945,573606,594945,616908,639415,662379,685672,709101,728147,744498,762591,781066,800005,819198,838645
Solomon Islands,SLB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,656379075.271816,623162126.572537,603744547.160289,662555977.903747,742186063.150176,820344204.88418,858387376.633138,889481767.562424,939175550.411404,974772619.17899,1106191753.28759,1186728317.06798,1266825850.25338,1428798555.82535,1449850878.38113,1477195474.9937,1553933544.13925,1648762213.54221,1745943984.76987,1810373658.82493,1832896001.47493,1890013810.00149,1960688610.0589,2113978201.912,2193677451.43853,2340154403.84682
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,8838713,9198493,9550063,9909157,10280998,10644228,10975502,11322582,11663084,11961201,12261756,12348830,12461160,12869594,13339491,13806963,14348740,14916629,15452487,16030971,16651191,17271431,17801897,18358615,19009151,19654739
"Somalia, Fed. Rep.",SOM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4032009965.38834,4424197773.65113,4841288936.80794,5320017687.39933,5859312138.13361,6482240937.66888,7125573453.50853,7818810297.01236,8514416754.22245,9152993017.81392,9898074812.15758,10793273465.9514,12497699432.2334,12077283205.934,14962707334.8032,18432512343.0243,20974602576.9014,23717318256.7506,23871424985.7992,24714217482.4036,24111435634.7669,23948423611.2093,26356703581.9422,29127533861.6076,31115464216.1984,32161505965.4467
South Africa,ZAF,"Population, total",SP.POP.TOTL,47159719,47566800,48019415,48500348,48991421,49490033,49998277,50528584,51114599,51728516,52344051,52995205,53782567,54678791,55594838,56723537,57259551,57635162,58613001,59587885,60562381,61502603,62378410,63212384,64007187,64747319
South Africa,ZAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,373787910071.425,389844359490.432,413081290047.091,432866503905.722,467865145733.977,507867857473.404,552983065003.193,590847185600.428,622113835882.867,621517039626.264,648599592021.474,680230630915.234,680963469478.553,713352409326.522,724269722141.275,742544241132.529,754274886214.158,769863662880.277,760480462366.397,776308951851.148,754617395353.097,825400756821.661,900773533909.311,948652599495.628,971264799679.024,1010102103023.59
South Sudan,SSD,"Population, total",SP.POP.TOTL,6032267,6308391,6596806,6903127,7233041,7590143,7976526,8388788,8817647,9243556,9745953,10288109,10756240,11166275,11235073,11107561,10830102,10259154,10122977,10423384,10698467,10865780,11021177,11483374,11943408,12188788
South Sudan,SSD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,16038626934.766,14676725815.5323,20227303988.2094,13204928002.0715,11250917095.2722,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Population, total",SP.POP.TOTL,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46604197,46460733,46422303,46458139,46571232,46782011,47118501,47359424,47443821,47786102,48352528,48848840,49355143
Spain,ESP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,869281346206.628,924635967458.447,998572029012.06,1048442154670.38,1112361222805.94,1189478212052.38,1339869511885.34,1435355811381.05,1489989832778.13,1465050039884.34,1459712211417.2,1470186758974.92,1478541705037.3,1510164493183.17,1562995294092.78,1634115594066.85,1750233410721.95,1853927864320.37,1919461600068.38,2077223317459.29,1865940373592.84,2113484119836.19,2472417122626.33,2682558678612.63,2829189104565.5,2952799673629.22
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,19293054,19600362,19805752,19951521,20087605,20216524,20352411,20492545,20629378,20756435,20879089,21009048,21169458,20585000,20778000,20970000,21209000,21453000,21670000,21803000,21919000,22156000,22181000,22037000,21916000,21756000
Sri Lanka,LKA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,82998500046.3656,83551250548.3763,88417349146.5612,96019985600.9591,103896348081.75,113615616614.799,125938303607.099,138477890236.59,147898363149.79,155708277789.347,170101296358.329,188834948123.676,213230849808.612,226365994952.001,238195143260.728,250313654826.867,270463171138.21,284824376597.867,299440686928.26,299168527010.653,275981956534.103,310064862520.077,306707587877.352,310123721227.991,335132033671.788,364367098031.666
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,45248,45761,46020,46176,46315,46437,46569,46706,46835,46916,46846,46886,47033,47069,47089,47087,47075,47050,47008,46952,46870,46763,46709,46758,46843,46922
St. Kitts and Nevis,KNA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,640699518.416624,686869239.810751,704241030.097065,679392930.064296,738726186.370453,847388084.702292,914548014.954313,950231283.448641,1079274359.12384,1049081379.22077,1068255093.34131,1110245488.06901,1071481245.25345,1139698059.90197,1182351038.85391,1182284611.32753,1253540048.54963,1331898479.80777,1388844330.04125,1502935668.83167,1247010453.26065,1217629204.34026,1469160450.82368,1565877657.97898,1580073598.03118,1709477999.76565
St. Lucia,LCA,"Population, total",SP.POP.TOTL,158616,160237,161641,162976,164239,165450,166639,167758,168808,169869,170906,171801,172587,173369,174138,174905,175646,176342,177017,177661,178250,178522,178781,179285,179744,180149
St. Lucia,LCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1406656797.46191,1382286937.57819,1427885722.4205,1500568717.41124,1629914226.50616,1675597603.77698,1875210354.79288,1942401909.54012,2079754009.98666,2071416868.83688,2115508472.92999,2285087851.94366,2265432762.39186,2285830754.56442,2356562850.28113,2301852708.5777,2529283874.22783,2677751402.33838,2932810808.38351,3117204002.57387,2635162685.26241,3331313481.38818,3991122979.96546,4290278078.0696,4550406953.85975,4716958750.50781
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,29996,30803,31604,32395,33171,33928,34658,35337,35958,36502,36856,37069,37276,37419,37450,37369,37175,36837,36012,34267,31786,29961,28870,27515,26129,24941
St. Martin (French part),MAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,113545,113501,113347,113141,112835,112450,112014,111531,111028,110508,109959,109349,108736,108135,107535,106960,106349,105663,104926,104167,103526,102841,102046,101323,100616,99924
St. Vincent and the Grenadines,VCT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,703669088.805447,739451209.326238,790699695.208568,850203738.051114,901985552.711487,956340176.482945,1067796501.78929,1144454266.54199,1172642565.56242,1179182171.40846,1141518112.49007,1156723256.63846,1188595012.74152,1250938745.56191,1250992489.36819,1290910378.34456,1420978451.57082,1426571841.05226,1538287353.31461,1594710071.34518,1573242343.48756,1634800153.98429,1822463478.75793,1981219300.43291,2161064186.25994,2232738607.57868
Sudan,SDN,"Population, total",SP.POP.TOTL,27816745,28516770,29228727,29896035,30556637,31262444,31992435,32764135,33623980,34569113,35414399,36140806,36923178,37785849,38823318,40024431,41259892,42714306,44230596,45548175,46789231,48066924,49383346,50042791,50448963,51662147
Sudan,SDN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,84107534930.3102,92857415412.8602,99351987119.7227,107955200797.812,116428950923.948,127320483955.919,138911590412.615,151898042220.625,159348411529.116,158636593466.804,159717759541.341,158104726209.039,129629087527.525,131590285191.469,162242756359.859,164988525409.779,180697326856.387,174373823318.202,175324684144.682,169353844459.015,148139519745.498,150034487461.543,162215099875.162,121804706410.162,103225061821.406,110342877741.911
Suriname,SUR,"Population, total",SP.POP.TOTL,476643,486560,496551,506414,513923,519313,524997,531016,537245,543568,549923,556269,562633,569020,575373,581627,587757,593713,599513,605768,612317,617896,623164,628886,634431,639850
Suriname,SUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3451601619.60506,3450641102.13182,3866491003.97972,4194792255.45922,4657509879.07205,5105189776.14714,5553620214.56512,6117276733.34384,6536768110.9638,6744745563.69393,6999485314.02935,7287563034.49645,8213311704.42572,8967862426.68129,9421656542.14154,9597032302.43837,8074262877.4079,9276466737.00755,9657905930.55303,10807579445.7017,9204922084.42139,10006275332.096,11506552863.2904,12060767365.6845,12706715428.28,13439994616.3291
Sweden,SWE,"Population, total",SP.POP.TOTL,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442,10415811,10486941,10536632,10569709,10596620
Sweden,SWE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,263126848230.169,266646069187.323,277402347972.174,289605084694.129,305786246014.646,313074166104.206,351075178439.285,384741054664.885,399974211144.658,381817596581.205,405022316470.831,428401515958.427,440409147882.416,452733940698.661,463684915466.492,481241888904.06,499197514198.218,524184537553.008,548672715097.349,601984036607.578,615411488621.578,672255439048.566,726417763362.648,755589439545.473,789094380356.363,806297554434.451
Switzerland,CHE,"Population, total",SP.POP.TOTL,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280,8638167,8704546,8777088,8888822,9005582,9092436
Switzerland,CHE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,283432546992.007,287200411557.668,293246272845.651,305828566913.396,318397426588.254,338355210665.097,376319551607.133,392628287637.28,389826188761.462,423190749442.706,456219891635.877,465022626157.53,491501231773.671,516047445879.994,529457414226.414,554347396488.999,566410562237.29,575639958420.904,596250741884.768,617639917927.205,619341088757.347,703694739775.743,800292976649.386,799806700586.411,850434937788.901,924653872701.396
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,16637888,17051338,17468332,17889296,18336875,18814091,19637022,20884125,21636564,21976969,22482421,22878098,22759763,21666917,20273659,19424618,19193834,19224668,19577845,20353534,21049429,21628839,22462173,23594623,24672760,25620427
Syrian Arab Republic,SYR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60494000464.5458,65175297944.2432,68570727342.0207,78360977972.6308,99464174912.4174,106445278716.56,..,..,..
Tajikistan,TJK,"Population, total",SP.POP.TOTL,6284735,6407377,6531669,6658575,6790547,6924720,7057566,7194477,7338403,7490230,7652141,7824785,8014084,8216724,8425552,8643840,8865631,9085946,9307333,9529966,9749310,9966908,10182222,10389799,10590927,10786734
Tajikistan,TJK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6238405598.63363,6954174224.08868,7933475023.22084,8872966274.92706,10234127708.0511,13327305792.0186,15621931571.2182,17987655285.6234,20042713656.4192,19444920897.8835,21656584502.8074,24502585880.9376,27409399954.782,31543702047.8648,32918855072.0252,30466253365.3751,29857833446.6067,31416268483.0043,33074065405.4157,38258488363.2035,41597998466.9622,47821764056.2135,60959570195.4679,64385444427.8454,74987668157.7441,88846725736.5384
Tanzania,TZA,"Population, total",SP.POP.TOTL,34260139,35198299,36121304,37089555,38109668,39182076,40294902,41435512,42570728,43633982,44758488,46029367,47374260,48824128,50351512,52020962,53824013,55652890,57437145,59174891,60972798,62830412,64711821,66617606,68560157,70545865
Tanzania,TZA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,38402368618.3556,41039964817.2022,45427738085.8278,49141128640.0203,54222177665.2999,59763616897.298,66800557664.3051,72379221720.7568,78080116822.7653,82817900605.9133,88324028413.8465,97008341944.4487,94461349644.7409,101563701108.546,107410013275.303,115205846027.51,124715934815.189,131156133125.903,150283027293.755,168294479129.897,190838026587.713,209201366034.527,233948318772.002,254762556922.812,274143564695.578,298564929040.036
Thailand,THA,"Population, total",SP.POP.TOTL,63007815,63651141,64266437,64868166,65452047,66017420,66567687,67102394,67619830,68121080,68579447,69007208,69436098,69845114,70216367,70540795,70859841,71160187,71376079,71522271,71641484,71727332,71735329,71702435,71668011,71619863
Thailand,THA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,450215017860.094,472201144326.541,505261134850.055,549005821362.02,597617322416.727,641230650848.569,699410083452.914,759876291047.441,785895496679.05,786444493703.694,849734455538.193,890774204971.964,968420533274.246,994832050896.099,1023387629410.86,1056458871267.37,1125830947041.56,1194502077418.99,1282200842338.31,1378205800051.44,1345298749138.06,1403863018394.63,1546682195878.23,1650361421478.63,1728216919679.95,1831430314303.2
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,745088,812249,879159,916878,929074,948311,976597,1004889,1032429,1058782,1084679,1110207,1134885,1158695,1181903,1205131,1228312,1251703,1275959,1300945,1326053,1350139,1369295,1384286,1400638,1418517
Timor-Leste,TLS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1551855651.71116,1742868158.88783,2015235568.99261,1677286479.76312,1979803654.29531,2487183228.8558,3855821331.78096,5526217609.0317,8702670706.00621,6653559001.37431,7994228264.26367,10078656349.3617,10076094764.8671,8844711134.0688,7793803886.95114,6566674445.40153,5637437871.38031,6174871616.75921,6529265640.66148,8368809018.9999,8906012140.36031,8804790568.21273,7473479392.29011,7343216826.37528,7072499540.67722,7266722873.00786
Togo,TGO,"Population, total",SP.POP.TOTL,4783722,4904144,5027130,5154112,5281320,5413154,5569664,5748443,5936138,6130946,6325788,6500582,6653718,6798848,6937644,7071502,7200884,7324386,7458206,7619925,7788054,7936176,8068616,8223850,8406558,8591626
Togo,TGO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6664310683.45214,6869171517.07974,7280798302.13034,7931735567.86449,8040397265.23014,7906918888.53614,8361094130.97359,8515355964.35322,9072895308.84014,9619549225.87473,10297132412.3426,11658914623.5181,11695828981.2396,12549576359.1171,13571212886.4674,14756251021.0889,15298589692.7168,16010179982.2271,17118411210.8192,18803220802.6754,20787235774.4537,23479502746.4005,26708086848.557,29465335173.9885,32139162734.9563,35124181916.2657
Tonga,TON,"Population, total",SP.POP.TOTL,102677,103288,103874,104464,105071,105671,106253,106726,107020,107203,107400,107570,107460,107078,106609,106095,105524,105356,105567,105669,105704,105490,105042,104597,104175,103742
