Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Slovak Republic,SVK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,61072872910.0941,66679618013.4762,71403065665.9981,72532912624.9265,78668756477.1429,87124402574.7501,98800339684.6918,110920455776.858,125448397000.54,123664334565.655,134102656583.903,136867227348.753,143538744049.058,150563501274.627,155526111839.015,159033054757.623,157244994972.118,160996632670.647,168173568111.087,178081349716.249,178162806620.738,182669169521.046,200119274532.944
Slovenia,SVN,"Population, total",SP.POP.TOTL,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2102419,2108079,2111986
Slovenia,SVN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35723043931.6437,37722338558.6541,40019700455.6941,41688204520.7778,44819092964.1049,47268199660.7308,50966612707.7378,54367951006.2908,58273324402.9164,55236945905.9163,56247692544.0329,58585326217.6066,58814142549.4361,60918132745.7161,63069195484.7287,63252911986.9376,68303098564.2149,74079096867.6607,79621394544.1603,86642369185.52,85529328452.7201,91708901306.316,100047505432.693
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,429978,440395,450760,461216,471785,482486,493430,504619,516001,527833,540394,553721,567763,582365,597375,612660,628102,643634,659249,674993,691191,707851,724273
Solomon Islands,SLB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,656303933.376954,623098445.554077,603709889.068129,662513252.619845,742101960.091026,820244846.304703,858306285.022014,889339152.803046,938944588.779175,974761216.503023,1106033815.08426,1186724881.69956,1266928176.94379,1429607508.46002,1452497262.15072,1480960144.72025,1558691910.32521,1655576746.77996,1755102318.95883,1822443106.66527,1844393174.76267,1898173458.97452,1932908968.3166
Somalia,SOM,"Population, total",SP.POP.TOTL,8721465,9070747,9411103,9758281,10117354,10467292,10784973,11118092,11444870,11730037,12026649,12216837,12440326,12852485,13309235,13763906,14292847,14864221,15411094,15981300,16537016,17065581,17597511
Somalia,SOM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,13442880285.8901,16192959466.6227,19491461566.6587,21440905381.0176,23071440239.8151,24329246156.4845,25672395729.2355,25332927407.9828,27342856485.1715,29978643961.9149
South Africa,ZAF,"Population, total",SP.POP.TOTL,46813266,47229714,47661514,48104048,48556071,49017147,49491756,49996094,50565812,51170779,51784921,52443325,53145033,53873616,54729551,55876504,56422274,56641209,57339635,58087055,58801927,59392255,59893885
South Africa,ZAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,373741836844.975,389801119697.223,413053924512.154,432834791125.312,467809549732.874,507809327335.713,552928701696.482,590750377588.724,621958344648.529,621510984850.456,648506796343.6,680230630915.234,680727254309.896,712857594431.254,723516271348.345,741514470950.206,752967638886.374,768262744304.346,798813742746.282,817745531261.199,785647045531.313,857412102971.096,933629269724.338
South Sudan,SSD,"Population, total",SP.POP.TOTL,6114440,6394431,6686100,6992367,7317118,7662654,8029517,8417823,8823888,9229227,9714419,10243050,10701604,11106031,11213284,11194299,11066105,10658226,10395329,10447666,10606227,10748272,10913164
South Sudan,SSD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,16038626934.766,14790639635.8154,20542512085.5034,13514791883.5209,11604302036.8601,..,..,..,..,..,..,..
Spain,ESP,"Population, total",SP.POP.TOTL,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47134837,47365655,47415794,47778340
Spain,ESP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,869533125689.443,924685257813.043,998316071948.184,1048018703282.95,1111677771380,1188490567999.29,1338583918102.83,1432639143977.27,1486151637639.11,1459424522696.69,1454101389207.95,1463308449873.9,1471787514964.55,1502464433906.34,1553280018841.75,1621468544092.43,1738407267476.24,1843464021723.47,1908195340915.93,2035518751264.33,1805583765331.86,1967871184393.63,2224163783918.87
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,18776371,18920275,19110707,19303180,19490431,19673866,19870706,20078655,20285643,20482477,20668557,20859743,21017147,21131756,21239457,21336697,21425494,21506813,21670000,21803000,21919000,22156000,22181000
Sri Lanka,LKA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,82988269622.6823,83541983417.2558,88411491732.7414,96012950959.3527,103884002170.679,113602522780.278,125925922716.871,138455201173.249,147861397408.608,155706760890.126,170076959825.749,188834948123.676,213147269607.961,226188572151.216,237915156634.958,249921423253.422,269933518608.934,284155176162.371,297448301748.335,301384076381.572,291420844276.963,316673889890.606,311407815675.533
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,45461,45986,46264,46431,46580,46725,46874,47015,47156,47286,47403,47581,47727,47767,47789,47790,47788,47785,47761,47712,47642,47606,47657
St. Kitts and Nevis,KNA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,640620545.57346,686793055.345933,704194376.005054,679343156.199586,738638404.191664,847290425.950031,914458106.497101,950075591.751273,1077661957.65415,1048041659.50596,1068102257.2052,1110245488.06901,1073498706.85189,1142184425.82148,1174961664.49452,1183839133.71751,1257164933.10445,1336213140.23249,1399998240.98111,1527016159.1594,1305456561.22881,1331719906.14346,1554401066.09515
St. Lucia,LCA,"Population, total",SP.POP.TOTL,159500,160594,161799,163047,164239,165386,166470,167518,168576,169688,170935,172145,173124,173978,174804,175623,176413,177163,177888,178583,179237,179651,179857
St. Lucia,LCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1406483412.4609,1382133620.49183,1427791128.79555,1500458782.3486,1629720545.24146,1675404496.54049,1875026004.41739,1942083654.54734,2079234195.92775,2071396689.2377,2115205805.39024,2285087851.94366,2246338408.18716,2333492456.39647,2295943779.3575,2221041226.94577,2415529837.87794,2540700877.2934,2702033217.78176,2705380685.48274,2161037010.0323,2507996532.18139,3066623108.68828
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,29610,30387,31160,31929,32697,33452,34183,34887,35541,36132,36458,36350,36026,35639,35261,35020,34811,34496,33852,33121,32553,31948,31791
St. Martin (French part),MAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,113813,113641,113450,113108,112608,112043,111427,110824,110316,109840,109308,108703,108083,107450,106912,106482,105963,105549,105281,104924,104632,104332,103948
St. Vincent and the Grenadines,VCT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,703582354.311366,739369192.704474,790647313.460333,850141450.199767,901878370.566713,956229961.352408,1067691527.60037,1144266752.16478,1172349475.08695,1179170683.89769,1141354794.55347,1156723256.63846,1188381830.18514,1250490057.14996,1253778515.99004,1292445392.30261,1422476044.9099,1427156244.50113,1511182293.48738,1549277896.70996,1500974931.84845,1561044423.13326,1747889281.76494
Sudan,SDN,"Population, total",SP.POP.TOTL,26298773,26947253,27570318,28188977,28831550,29540577,30332968,31191163,32065241,32948155,33739933,34419624,35159792,35990704,37003245,38171178,39377169,40679828,41999059,43232093,44440486,45657202,46874204
Sudan,SDN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,84097167806.6058,92847116083.5445,99345405315.2686,107947291755.31,116415115774.775,127305810679.5,138897934129.316,151873154317.614,159308583960.961,158635048040.135,159694908589.926,158104726209.039,130339540706.188,133036641534.065,164924996239.691,168635354598.952,185703607000.565,180187070156.707,176569477488.282,176930479723.973,171934190924.646,179139346569.013,194419264999.101
Suriname,SUR,"Population, total",SP.POP.TOTL,478998,487394,495666,503780,510572,516220,522023,527946,533938,539987,546080,552146,558111,563947,569682,575475,581453,587559,593715,600301,607065,612985,618040
Suriname,SUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3451176174.00143,3450258372.44995,3866234859.25178,4194484935.47843,4656956431.29607,5104601419.43948,5553074242.76563,6116274441.36033,6535134310.06833,6744679856.85135,6998483891.90007,7287563034.49645,8213418033.82234,8968094623.77967,9422022464.70498,9597775254.14773,8081836080.83801,9286632504.70056,10123317833.1595,10360196632.6335,8255118017.89215,8740091994.84002,10051574451.9078
Sweden,SWE,"Population, total",SP.POP.TOTL,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442,10415811,10486941
Sweden,SWE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,262986733402.565,266489187516.532,276807254992.88,289821711107.813,306230411275.789,313423457846.89,351478207428.625,385461212146.146,402088350522.486,383326930585.432,406717211717.919,430123918452.671,442391061204.645,454602118873.682,467164180301.636,485242506451.325,503532637709.624,531738212907.978,555475423141.82,597296421598.038,602405403575.23,653864199337.091,709264438227.649
Switzerland,CHE,"Population, total",SP.POP.TOTL,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280,8638167,8704546,8775760
Switzerland,CHE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,280337676722.157,283496027824.451,288737709386.113,302156900630.961,314509281550.919,333621322369.716,370903479218.563,386085343532.18,384345570038.224,416140530880.985,448117548360.078,457549580035.177,483354670209.561,506846623597.975,518723984424.553,546014360068.232,560671216442.423,568390809833.244,580121823006.177,601514487109.723,592472246339.165,661163286720.868,727862269250.187
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,16307654,16727948,17164021,17611356,18084007,18583557,19432009,20703005,21474059,21827220,22337563,22730733,22605577,21495821,20072232,19205178,18964252,18983373,19333463,20098251,20772595,21324367,22125249
Syrian Arab Republic,SYR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Population, total",SP.POP.TOTL,6272998,6408810,6541755,6672492,6801204,6929145,7057417,7188391,7324627,7468596,7621779,7784819,7956382,8136610,8326348,8524063,8725318,8925525,9128132,9337003,9543207,9750064,9952787
Tajikistan,TJK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6237636650.61234,6953402898.17859,7932949451.63682,8872316221.32272,10232911595.715,13325769862.8756,15620395792.0756,17984708078.3152,20037704177.2754,19444731466.8155,21653486077.4243,24502585880.9376,27649805633.739,32099463306.2014,33792660554.7335,31549266606.6269,31190408619.8857,33106245229.3144,36853728137.6968,40375741625.0548,42975668872.7254,50644104069.0054,56513238015.2944
Tanzania,TZA,"Population, total",SP.POP.TOTL,34463704,35414469,36353531,37333918,38360879,39439505,40562052,41716497,42870884,43957933,45110527,46416031,47786137,49253643,50814552,52542823,54401802,56267032,58090443,59872579,61704518,63588334,65497748
Tanzania,TZA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,38397635129.2322,41035412847.7596,45424728619.1597,49137528449.6002,54215734491.8861,59756729332.5652,66793990556.825,72367362666.9604,78060601465.5184,82817093799.6649,88311391822.3409,97008341944.4486,94538848699.5473,101730421565.391,107666768641.17,115570968933.768,125227944469.82,131803637503.483,143320450208.403,153509154705.459,158202117000.623,172853752274.816,193419003366.565
Thailand,THA,"Population, total",SP.POP.TOTL,63066603,63649892,64222580,64776956,65311166,65821360,66319525,66826754,67328239,67813654,68270489,68712846,69157023,69578602,69960943,70294397,70607037,70898202,71127802,71307763,71475664,71601103,71697030
Thailand,THA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,450159524202.036,472148769887.008,505227662645.979,548965599952.189,597546308079.328,641156751077.724,699341325027.401,759751788274.693,785699069829.505,786436832216.09,849612883329.73,890774204971.964,962565591015.47,982839168917.538,1004937827301.52,1031140794620.07,1092206862235.57,1151820944657.23,1224779671359.09,1288581409510.32,1245069120884.82,1301911369163.73,1438888014301.17
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,878360,893001,909639,926721,945989,969313,994564,1019362,1043076,1065540,1088486,1112976,1137676,1161555,1184830,1205813,1224562,1243235,1261845,1280438,1299995,1320942,1341296
Timor-Leste,TLS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1551665272.8695,1742653465.02361,2015103126.30714,1677163851.29111,1979567524.16478,2486896883.29534,3855443750.86486,5525311037.54307,8700495025.86968,6653494710.16553,7993085805.28958,10078657009.3812,9889667906.51378,8520448620.71562,7369154340.18707,6104768449.31022,5162933810.4797,5552917215.3913,5699052076.40954,7711987601.3052,8984439845.83038,8000828530.39964,6351732623.33077
Togo,TGO,"Population, total",SP.POP.TOTL,5008035,5145426,5281538,5421001,5565218,5711597,5874240,6047537,6222482,6398624,6571855,6748672,6926635,7106229,7288383,7473229,7661354,7852795,8046679,8243094,8442580,8644829,8848699
Togo,TGO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6625361847.62582,6828010463.41618,7251589285.61529,7904907973.26669,8007041597.70803,7868218735.02418,8320543683.37169,8513889122.16921,9070626134.4757,9619449825.10774,10295659582.7829,11658821608.3062,11630842652.1446,12410504704.7497,13346253763.5958,14431017001.3743,14918456052.8948,15490160488.4356,16594413406.6961,17705189797.9128,18457916601.9712,20351026849.7021,23062972627.4944
Tonga,TON,"Population, total",SP.POP.TOTL,102603,103210,103804,104410,105036,105633,106190,106638,106932,107144,107383,107611,107502,107089,106626,106122,105707,105415,105150,104951,105254,106017,106858
Tonga,TON,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,361622227.367427,380240692.331559,410888878.141886,422652886.52712,425955890.39642,434237918.080783,455998842.215565,468636440.260326,500892956.540649,484716108.608521,495058194.084831,537942935.82851,552761614.875389,561804187.765555,573717401.117351,588033122.266908,629815341.018984,685756060.940546,718645426.171441,750090865.881889,766805071.876801,758733510.66286,..
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1332203,1338567,1345964,1353548,1361172,1369075,1376919,1384861,1392803,1401191,1410296,1420020,1430377,1440729,1450661,1460177,1469330,1478607,1504709,1519955,1518147,1525663,1531044
Trinidad and Tobago,TTO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16993546388.4667,18413837917.6837,20353802724.084,23578050186.3713,26978737731.8378,28952201695.7354,33700937292.9837,36535998565.8624,38528176947.5523,36723522030.7503,38575620549.3142,36695932591.946,39292030318.0085,40505017248.2784,40984933416.6442,40292017000.2871,37833180174.1863,39234907799.7809,38719355929.8584,39676881565.4972,35599967260.4968,38637593334.9158,40204277751.8529
Tunisia,TUN,"Population, total",SP.POP.TOTL,9893316,9995123,10094561,10193798,10292225,10388344,10483558,10580395,10680380,10784504,10895063,11032528,11174383,11300284,11428948,11557779,11685667,11811443,11933041,12049314,12161723,12262946,12356117
Tunisia,TUN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,58753368531.7036,62436975890.7914,64270951027.5391,68851330517.1055,74963610646.886,79166554902.2556,86362089313.1694,94073188793.2461,99585626249.0272,103981568731.589,108536994684.885,108506651045.141,111717263320.367,112967779635.07,117835570030.497,117904107351.281,121591546576.597,125425319932.646,131712352671.042,135954766042.7,124711572450.097,136967395856.393,150185068081.808
Turkiye,TUR,"Population, total",SP.POP.TOTL,64113547,65072018,65988663,66867327,67785075,68704715,69601333,70158112,71051678,72039206,73142150,74223629,75175827,76147624,77181884,78218479,79277962,80312698,81407204,82579440,83384680,84147318,84979913
Turkiye,TUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,600165353581.271,581067122980.684,600837645602.291,629770001452.8,725675827980.933,806457687915.848,935081291782.482,1033285645005.53,1128304119846.36,1099362418432.51,1258071590993.05,1441544335504.09,1539087089647.95,1688340181950.02,1844207553526.28,1999739226479.89,2094055826427.9,2235991452622.14,2271021127029.73,2280349021411.87,2305017222253.02,2550547403574.01,3152014155938.55
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,4569132,4635094,4698968,4758988,4819792,4885775,4954029,5024894,5100083,5180957,5267970,5360811,5458682,5560095,5663152,5766431,5868561,5968383,6065066,6158420,6250438,6341855,6430770
Turkmenistan,TKM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,18586983755.2961,20157529288.5995,20496346465.1716,21803917776.67,23414668603.199,25805435128.5124,29790477975.2709,35142048447.591,40024737819.5753,42357872179.9153,45727936308.379,52789503109.1211,57503025651.6309,62407231340.9251,67102532122.3818,71735322172.8103,76445710804.7088,78393490626.9716,85191175571.1163,92720533176.0789,..,..,..
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,18744,19578,20598,21739,22869,23995,25128,26268,27422,28581,29726,30816,32081,33594,34985,36538,38246,39844,41487,43080,44276,45114,45703
Turks and Caicos Islands,TCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,731508820.885078,809069265.797354,925067265.206291,1006443905.16151,1083504702.38293,1137365458.8574,864092281.580884,988753978.797377,1115573697.24627
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9638,9621,9609,9668,9791,9912,10030,10149,10272,10408,10550,10700,10854,10918,10899,10877,10852,10828,10865,10956,11069,11204,11312
Tuvalu,TUV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,45811849.6850482,56990726.270419,40676062.3861608,44949724.9392613,44706682.481988,45530114.8115714,53926708.8883799,53627448.8074876,54656008.5446022,50074481.8242334,50859234.0143498,44311196.5324125,55489699.3825566,48739778.0046761,63734094.5960075,63899190.5302593,63578028.9435007,68971344.0796367,73589570.387921,72808729.8755449,76764133.7595897,82667450.0538524
Uganda,UGA,"Population, total",SP.POP.TOTL,24020697,24763325,25545090,26354736,27146084,27946588,28773227,29629804,30509862,31412520,32341728,33295738,34273295,35273570,36336539,37477356,38748299,40127085,41515395,42949080,44404611,45853778,47249585
Uganda,UGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,26688015524.199,28460693338.1508,31611638582.5216,34342397047.5727,37516397573.4908,41080720137.0884,47049184546.9209,52573873295.4984,58286886293.6208,62341532650.9487,66614102246.2257,74468592859.5027,68126892520.7261,70302250671.9997,75321006669.7416,79794449795.9613,81510174710.0033,83396719988.871,90357340620.6766,98124399982.6317,102910722959.95,110754111500.427,124812296590.987
Ukraine,UKR,"Population, total",SP.POP.TOTL,49176500,48662400,48202470,47812949,47451626,47105171,46787786,46509355,46258189,46053331,45870741,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44132049,43822901,38000000
Ukraine,UKR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,196199673457.923,221416639063.408,237045895761.154,265307945727.867,305493612942.725,324281515178.167,357116751794.51,400020305816.22,413752309595.278,351979442975.055,378049961958.927,401845866680.09,437679568682.99,498056033904.966,456705360942.42,453680175666.236,480655522169.114,511217276081.942,539212440438.066,567958984674.642,558933550616.237,574083981170.9,472420412769.705
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,3275333,3454198,3633655,3813443,3993339,4280993,4898954,5872624,6988685,7992644,8481771,8575205,8664969,8751847,8835951,8916899,8994263,9068296,9140169,9211657,9287289,9365145,9441129
United Arab Emirates,ARE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,334552880543.027,346949412469.582,346950158671.415,381564402538.566,431534089054.952,471872521377.034,537098185011.825,575383498868.561,593176158484.32,564702188549.929,574562789064.781,623375349052.562,649109022131.562,664840707156.936,697894669879.56,624484063528.05,622805743361.848,650096171932.06,671941468364.142,692688775759.488,660089089173.365,722391372288.152,831334764986.589
United Kingdom,GBR,"Population, total",SP.POP.TOTL,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67081234,67026292,66971395
United Kingdom,GBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1566824135953.53,1659095326607.63,1747018671444.33,1829051955685.41,1938726584137.18,1997217429153.26,2105087777733.11,2158268572613.09,2241113253554.63,2162883450270.82,2291482445011.17,2364606289621.73,2419711701542.4,2516786815639.89,2619024574625.88,2706922667067.12,2824431493908.68,3009161540809.9,3087113247658.17,3284442488660.23,3004020030135.63,3394051352381.87,3697343158265.57
United States,USA,"Population, total",SP.POP.TOTL,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,331511512,332031554,333287557
United States,USA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10383667000000,10746067000000,11052223000000,11534846000000,12317643000000,13166516000000,14066382000000,14550103000000,14718111000000,14426269000000,15172073000000,15849978000000,16675595000000,17188331000000,18043094000000,18660910000000,19020479000000,19885550999999.9,20937355000000.1,21764537000000,21472360000000,23617113000000,25978300000000.1
Uruguay,URY,"Population, total",SP.POP.TOTL,3292224,3300939,3306441,3310202,3313801,3317665,3322282,3328651,3336126,3344156,3352651,3361637,3371133,3381180,3391662,3402818,3413766,3422200,3427042,3428409,3429086,3426260,3422794
Uruguay,URY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35589399118.3675,34979755778.9124,33072679914.8261,32427632312.7185,34875142077.016,39233227332.6862,42390580165.8267,46400674416.6226,50302436829.321,52631732294.5872,57178942191.0687,61598786878.5658,60411128296.5582,65675805180.8987,68951077256.0812,71517949806.8711,73641315016.2191,75648575039.5166,77463105750.1885,80068688779.9749,75575916033.3613,79288700401.961,89844458474.6916
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050,34915100,35648100
Uzbekistan,UZB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,64557094315.5386,68624937389.4293,72672083251.4133,77501739341.9236,86107396124.9036,95192827565.7445,105101693799.491,123386896239.69,139155898214.845,147063406225.707,158919215599.993,174714953009.755,182611507380.273,193795439653.462,202521833728.445,212542989618.661,218609964316.417,225889693622.919,247077796724.794,262329620904.193,268497524898.419,302087811540.111,343720096367.339
Vanuatu,VUT,"Population, total",SP.POP.TOTL,192074,197034,202125,207258,212422,217632,222923,228345,233952,239689,245453,251294,257313,263534,269927,276438,283218,290239,297298,304404,311685,319137,326740
Vanuatu,VUT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,391317341.570996,399589494.361886,373626619.570006,396565877.866851,421000785.230455,450214138.024154,514191804.12237,542060905.364602,610440646.944343,611669964.476787,630275190.52202,668614871.783441,664756175.902784,720803973.036473,769565517.034554,781705766.9819,830238932.026342,882095673.096665,953999761.381795,1113604991.45269,1044620544.3876,1125261136.96064,1235359571.04038
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,24427729,24880203,25330929,25782029,26226927,26668785,27102081,27525097,27933833,28327892,28715022,29096159,29470426,29838021,30193258,30529716,30741464,30563433,29825653,28971683,28490453,28199867,28301696
"Venezuela, RB",VEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,280536746831.33,295206724163.785,269623209646.254,254519413450.806,307599608041.798,355723801300.599,406850018364.289,461741852867.68,491315697229.264,473744694391.916,470272931256.651,493557717634.178,..,..,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,"Population, total",SP.POP.TOTL,79001142,79817777,80642308,81475825,82311227,83142095,83951800,84762269,85597241,86482923,87411012,88349117,89301326,90267739,91235504,92191398,93126529,94033048,94914330,95776716,96648685,97468029,98186856
Viet Nam,VNM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,199389527019.232,216670895823.92,233422304894.208,254521489360.899,280415651915.467,311130013571.81,342252549507.172,374584659410.909,402828110615.816,422703280321.076,456627074584.79,497552154232.623,550299080607.805,586178170078.543,635581021807.564,664721542586.763,728466205199.109,799648198230.875,888802295163.323,972125887433.972,1021018355191.42,1084550065962.56,1257308749200.26
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108642,108549,108509,108505,108466,108453,108369,108337,108397,108404,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290,105870,105413
Virgin Islands (U.S.),VIR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,4922749,5043612
West Bank and Gaza,PSE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9038545157.60845,8111957370.27575,7093716702.64508,8248193871.31381,10214336224.2082,11921729599.0358,12286184596.1772,13282110142.1397,14501954117.2174,15487466673.2466,16520692429.7893,18568276886.8443,22319464164.0717,23691827250.3597,25433044780.3951,28541925647.3697,30924647527.1429,32283134198.3557,34624915218.2751,35899329307.0678,31801395811.6039,36780214110.3788,41230387432.0062
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,18628700,19143457,19660653,20188799,20733406,21320671,21966298,22641538,23329004,24029589,24743946,25475610,26223391,26984002,27753304,28516545,29274002,30034389,30790513,31546691,32284046,32981641,33696614
"Yemen, Rep.",YEM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,57828818707.752,61256457198.6551,63844926180.3964,67076583752.7898,70771725796.7412,76029654151.3063,74982896484.5914,84633223924.6885,88661597536.8846,92108906866.8183,100773727204.536,89257459982.9185,92221548846.2957,100075915958.78,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Population, total",SP.POP.TOTL,9891136,10191964,10508294,10837973,11188040,11564870,11971567,12402073,12852966,13318087,13792086,14265814,14744658,15234976,15737793,16248230,16767761,17298054,17835893,18380477,18927715,19473125,20017675
Zambia,ZMB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16371894317.7722,17687460524.4409,18858562550.9388,20709284241.0536,21942432508.0209,23963689063.6113,26200399241.6667,28569455268.9916,32501685763.1422,37693437337.6833,40347137350.2459,44313413076.5895,48670115552.996,51230925385.5009,53398105822.3561,53416507706.8293,53992049816.7248,56131829918.0733,61606396630.7654,63492882556.9054,61846210564.3045,70639394403.0205,79582232975.723
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,11834676,11910978,11984644,12075828,12160881,12224753,12330490,12450568,12550347,12679810,12839771,13025785,13265331,13555422,13855753,14154937,14452704,14751101,15052184,15354608,15669666,15993524,16320537
Zimbabwe,ZWE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,20605204751.6883,21967424731.1862,20968973569.3116,18115604167.9482,16628036062.9445,16263785266.7528,15378279697.6889,14312403425.106,9818536190.14037,17179075418.7588,21303117810.3071,24052481285.9971,27757848028.1536,30838319662.783,31498177130.9232,32643690895.2897,34496858343.3466,30501640057.1103,36215581648.8175,34642059041.2423,32274863346.2451,36480599220.0453,41569661536.4411
