Id	Print_Name	Inverted_Name
bmv	Bum	Bum
bmw	Bomwali	Bomwali
bmx	Baimak	Baimak
bmy	Bemba (Democratic Republic of Congo)	Bemba (Democratic Republic of Congo)
bmz	Baramu	Baramu
bna	Bonerate	Bonerate
bnb	Bookan	Bookan
bnc	Central Bontoc	Bontoc, Central
bnd	Banda (Indonesia)	Banda (Indonesia)
bne	Bintauna	Bintauna
bnf	Masiwang	Masiwang
bng	Benga	Benga
bnh	Banawá	Banawá
bni	Bangi	Bangi
bnj	Eastern Tawbuid	Tawbuid, Eastern
bnk	Bierebo	Bierebo
bnl	Boon	Boon
bnm	Batanga	Batanga
bnn	Bunun	Bunun
bno	Bantoanon	Bantoanon
bnp	Bola	Bola
bnq	Bantik	Bantik
bnr	Butmas-Tur	Butmas-Tur
bns	Bundeli	Bundeli
bnu	Bentong	Bentong
bnv	Bonerif	Bonerif
bnw	Bisis	Bisis
bnx	Bangubangu	Bangubangu
bny	Bintulu	Bintulu
bnz	Beezen	Beezen
boa	Bora	Bora
bob	Boni	Boni
boc	Bakung Kenyah	Kenyah, Bakung
bod	Tibetan	Tibetan
boe	Mundabli	Mundabli
bof	Bolon	Bolon
bog	Bamako Sign Language	Bamako Sign Language
boh	Boma	Boma
boi	Barbareño	Barbareño
boj	Anjam	Anjam
bok	Bonjo	Bonjo
bol	Bole	Bole
bom	Berom	Berom
bon	Bine	Bine
boo	Tièma Cièwè Bozo	Bozo, Tièma Cièwè
bop	Bonkiman	Bonkiman
boq	Bogaya	Bogaya
bor	Borôro	Borôro
bos	Bosnian	Bosnian
bot	Bongo	Bongo
bou	Bondei	Bondei
bov	Tuwuli	Tuwuli
bow	Rema	Rema
box	Buamu	Buamu
boy	Bodo (Central African Republic)	Bodo (Central African Republic)
boz	Tiéyaxo Bozo	Bozo, Tiéyaxo
bpa	Dakaka	Dakaka
bpb	Barbacoas	Barbacoas
bpd	Banda-Banda	Banda-Banda
bpg	Bonggo	Bonggo
bph	Botlikh	Botlikh
bpi	Bagupi	Bagupi
bpj	Binji	Binji
bpk	Orowe	Orowe
bpl	Broome Pearling Lugger Pidgin	Broome Pearling Lugger Pidgin
bpm	Biyom	Biyom
bpn	Dzao Min	Dzao Min
bpo	Anasi	Anasi
bpp	Kaure	Kaure
bpq	Banda Malay	Malay, Banda
bpr	Koronadal Blaan	Blaan, Koronadal
bps	Sarangani Blaan	Blaan, Sarangani
bpt	Barrow Point	Barrow Point
bpu	Bongu	Bongu
bpv	Bian Marind	Marind, Bian
bpw	Bo (Papua New Guinea)	Bo (Papua New Guinea)
bpx	Palya Bareli	Bareli, Palya
bpy	Bishnupriya	Bishnupriya
bpz	Bilba	Bilba
bqa	Tchumbuli	Tchumbuli
bqb	Bagusa	Bagusa
bqc	Boko (Benin)	Boko (Benin)
bqd	Bung	Bung
bqe	Navarro-Labourdin Basque	Basque, Navarro-Labourdin
bqf	Baga Kaloum	Baga Kaloum
bqg	Bago-Kusuntu	Bago-Kusuntu
bqh	Baima	Baima
bqi	Bakhtiari	Bakhtiari
bqj	Bandial	Bandial
bqk	Banda-Mbrès	Banda-Mbrès
bql	Bilakura	Bilakura
bqm	Wumboko	Wumboko
bqn	Bulgarian Sign Language	Bulgarian Sign Language
bqo	Balo	Balo
bqp	Busa	Busa
bqq	Biritai	Biritai
bqr	Burusu	Burusu
bqs	Bosngun	Bosngun
bqt	Bamukumbit	Bamukumbit
bqu	Boguru	Boguru
bqv	Begbere-Ejar	Begbere-Ejar
bqw	Buru (Nigeria)	Buru (Nigeria)
bqx	Baangi	Baangi
bqy	Bali Sign Language	Bali Sign Language
bqz	Bakaka	Bakaka
bra	Braj	Braj
brb	Lave	Lave
brc	Berbice Creole Dutch	Creole Dutch, Berbice
brd	Baraamu	Baraamu
bre	Breton	Breton
brf	Bera	Bera
brg	Baure	Baure
brh	Brahui	Brahui
bri	Mokpwe	Mokpwe
brj	Bieria	Bieria
brk	Birked	Birked
brl	Birwa	Birwa
brm	Barambu	Barambu
brn	Boruca	Boruca
bro	Brokkat	Brokkat
brp	Barapasi	Barapasi
brq	Breri	Breri
brr	Birao	Birao
brs	Baras	Baras
brt	Bitare	Bitare
bru	Eastern Bru	Bru, Eastern
brv	Western Bru	Bru, Western
brw	Bellari	Bellari
brx	Bodo (India)	Bodo (India)
bry	Burui	Burui
brz	Bilbil	Bilbil
bsa	Abinomn	Abinomn
bsb	Brunei Bisaya	Bisaya, Brunei
bsc	Bassari	Bassari
bsd	Sarawak Bisaya	Bisaya, Sarawak
bse	Wushi	Wushi
bsf	Bauchi	Bauchi
bsg	Bashkardi	Bashkardi
bsh	Kati	Kati
bsi	Bassossi	Bassossi
bsj	Bangwinji	Bangwinji
bsk	Burushaski	Burushaski
bsl	Basa-Gumna	Basa-Gumna
bsm	Busami	Busami
bsn	Barasana	Barasana
bso	Buso	Buso
bsp	Baga Sitemu	Baga Sitemu
bsq	Bassa	Bassa
bsr	Bassa-Kontagora	Bassa-Kontagora
bss	Akoose	Akoose
bst	Basketo	Basketo
bsu	Bahonsuai	Bahonsuai
bsv	Baga Sobané	Baga Sobané
bsw	Baiso	Baiso
bsx	Yangkam	Yangkam
bsy	Sabah Bisaya	Bisaya, Sabah
bsz	Souletin Basque	Basque, Souletin
bta	Bata	Bata
btb	Beti (Cameroon)	Beti (Cameroon)
btc	Bati (Cameroon)	Bati (Cameroon)
btd	Batak Dairi	Batak Dairi
bte	Gamo-Ningi	Gamo-Ningi
btf	Birgit	Birgit
btg	Gagnoa Bété	Bété, Gagnoa
bth	Biatah	Biatah
bti	Burate	Burate
btj	Bacanese Malay	Malay, Bacanese
btl	Bhatola	Bhatola
btm	Batak Mandailing	Batak Mandailing
btn	Ratagnon	Ratagnon
bto	Iriga Bicolano	Bicolano, Iriga
btp	Budibud	Budibud
btq	Batek	Batek
btr	Baetora	Baetora
bts	Batak Simalungun	Batak Simalungun
btt	Bete-Bendi	Bete-Bendi
btu	Batu	Batu
btv	Bateri	Bateri
btw	Butuanon	Butuanon
btx	Batak Karo	Batak Karo
bty	Bobot	Bobot
btz	Batak Alas-Kluet	Batak Alas-Kluet
bua	Buriat	Buriat
bub	Bua	Bua
buc	Bushi	Bushi
bud	Ntcham	Ntcham
bue	Beothuk	Beothuk
buf	Bushoong	Bushoong
bug	Buginese	Buginese
buh	Younuo Bunu	Bunu, Younuo
bui	Bongili	Bongili
buj	Basa-Gurmana	Basa-Gurmana
buk	Bugawac	Bugawac
bul	Bulgarian	Bulgarian
bum	Bulu (Cameroon)	Bulu (Cameroon)
bun	Sherbro	Sherbro
buo	Terei	Terei
bup	Busoa	Busoa
buq	Brem	Brem
bus	Bokobaru	Bokobaru
but	Bungain	Bungain
buu	Budu	Budu
buv	Bun	Bun
buw	Bubi	Bubi
bux	Boghom	Boghom
buy	Bullom So	Bullom So
buz	Bukwen	Bukwen
bva	Barein	Barein
bvb	Bube	Bube
bvc	Baelelea	Baelelea
bvd	Baeggu	Baeggu
bve	Berau Malay	Malay, Berau
bvf	Boor	Boor
bvg	Bonkeng	Bonkeng
bvh	Bure	Bure
bvi	Belanda Viri	Belanda Viri
bvj	Baan	Baan
bvk	Bukat	Bukat
bvl	Bolivian Sign Language	Bolivian Sign Language
bvm	Bamunka	Bamunka
bvn	Buna	Buna
bvo	Bolgo	Bolgo
bvq	Birri	Birri
bvr	Burarra	Burarra
bvs	Belgian Sign Language	Belgian Sign Language
bvt	Bati (Indonesia)	Bati (Indonesia)
bvu	Bukit Malay	Malay, Bukit
bvv	Baniva	Baniva
bvw	Boga	Boga
bvx	Dibole	Dibole
bvz	Bauzi	Bauzi
bwa	Bwatoo	Bwatoo
bwb	Namosi-Naitasiri-Serua	Namosi-Naitasiri-Serua
bwc	Bwile	Bwile
bwd	Bwaidoka	Bwaidoka
bwe	Bwe Karen	Karen, Bwe
bwf	Boselewa	Boselewa
bwg	Barwe	Barwe
bwh	Bishuo	Bishuo
bwi	Baniwa	Baniwa
bwj	Láá Láá Bwamu	Bwamu, Láá Láá
bwk	Bauwaki	Bauwaki
bwl	Bwela	Bwela
bwm	Biwat	Biwat
bwn	Wunai Bunu	Bunu, Wunai
bwo	Boro	Boro
bwp	Mandobo Bawah	Mandobo Bawah
bwq	Southern Bobo Madaré	Bobo Madaré, Southern
bwr	Bura-Pabir	Bura-Pabir
bws	Bomboma	Bomboma
bwt	Bafaw-Balong	Bafaw-Balong
bwu	Buli (Ghana)	Buli (Ghana)
bwv	Bahau River Kenyah	Kenyah, Bahau River
bww	Bwa	Bwa
bwx	Bu-Nao Bunu	Bunu, Bu-Nao
bwy	Cwi Bwamu	Bwamu, Cwi
bwz	Bwisi	Bwisi
bxa	Bauro	Bauro
bxb	Belanda Bor	Bor, Belanda
bxc	Molengue	Molengue
bxd	Pela	Pela
bxe	Birale	Birale
bxf	Bilur	Bilur
bxg	Bangala	Bangala
bxh	Buhutu	Buhutu
bxi	Pirlatapa	Pirlatapa
bxj	Bayungu	Bayungu
bxk	Bukusu	Bukusu
bxl	Jalkunan	Jalkunan
bxm	Mongolia Buriat	Buriat, Mongolia
bxn	Burduna	Burduna
bxo	Barikanchi	Barikanchi
bxp	Bebil	Bebil
bxq	Beele	Beele
bxr	Russia Buriat	Buriat, Russia
bxs	Busam	Busam
bxt	Buxinhua	Buxinhua
bxu	China Buriat	Buriat, China
bxv	Berakou	Berakou
bxw	Bankagooma	Bankagooma
bxx	Borna	Borna
bxz	Binahari	Binahari
bya	Batak	Batak
byb	Bikya	Bikya
byc	Ubaghara	Ubaghara
byd	Benyadu'	Benyadu'
bye	Pouye	Pouye
byf	Bete	Bete
byg	Baygo	Baygo
byh	Bujhyal	Bujhyal
byi	Buyu	Buyu
byj	Bina (Nigeria)	Bina (Nigeria)
byk	Biao	Biao
byl	Bayono	Bayono
bym	Bidyara	Bidyara
byn	Bilin	Bilin
byn	Blin	Blin
byo	Biyo	Biyo
byp	Bumaji	Bumaji
byq	Basay	Basay
byr	Baruya	Baruya
bys	Burak	Burak
byt	Berti	Berti
byu	Buyang	Buyang
byv	Medumba	Medumba
byw	Belhariya	Belhariya
byx	Qaqet	Qaqet
byy	Buya	Buya
byz	Banaro	Banaro
bza	Bandi	Bandi
bzb	Andio	Andio
bzd	Bribri	Bribri
bze	Jenaama Bozo	Bozo, Jenaama
bzf	Boikin	Boikin
bzg	Babuza	Babuza
bzh	Mapos Buang	Buang, Mapos
bzj	Belize Kriol English	Kriol English, Belize
bzk	Nicaragua Creole English	Creole English, Nicaragua
bzl	Boano (Sulawesi)	Boano (Sulawesi)
bzm	Bolondo	Bolondo
bzn	Boano (Maluku)	Boano (Maluku)
bzo	Bozaba	Bozaba
bzp	Kemberano	Kemberano
bzq	Buli (Indonesia)	Buli (Indonesia)
bzr	Biri	Biri
bzs	Brazilian Sign Language	Brazilian Sign Language
bzt	Brithenig	Brithenig
bzu	Burmeso	Burmeso
bzv	Bebe	Bebe
bzw	Basa (Nigeria)	Basa (Nigeria)
bzx	Hainyaxo Bozo	Bozo, Hainyaxo
bzy	Obanliku	Obanliku
bzz	Evant	Evant
caa	Chortí	Chortí
cab	Garifuna	Garifuna
cac	San Sebastián Coatán Chuj	Chuj, San Sebastián Coatán
cad	Caddo	Caddo
cae	Lehar	Lehar
caf	Southern Carrier	Carrier, Southern
cag	Nivaclé	Nivaclé
cah	Cahuarano	Cahuarano
caj	Chané	Chané
cak	Central Cakchiquel	Cakchiquel, Central
cal	Carolinian	Carolinian
cam	Cemuhî	Cemuhî
can	Chambri	Chambri
cao	Chácobo	Chácobo
cap	Chipaya	Chipaya
caq	Car Nicobarese	Nicobarese, Car
car	Galibi Carib	Carib, Galibi
cas	Tsimané	Tsimané
cat	Valencian	Valencian
cat	Catalan	Catalan
cav	Cavineña	Cavineña
caw	Callawalla	Callawalla
cax	Chiquitano	Chiquitano
cay	Cayuga	Cayuga
caz	Canichana	Canichana
cbb	Cabiyarí	Cabiyarí
cbc	Carapana	Carapana
cbd	Carijona	Carijona
cbe	Chipiajes	Chipiajes
cbg	Chimila	Chimila
cbh	Cagua	Cagua
cbi	Chachi	Chachi
cbj	Ede Cabe	Ede Cabe
cbk	Chavacano	Chavacano
cbl	Bualkhaw Chin	Chin, Bualkhaw
cbm	Yepocapa Southwestern Cakchiquel	Cakchiquel, Yepocapa Southwestern
cbn	Nyahkur	Nyahkur
cbo	Izora	Izora
cbr	Cashibo-Cacataibo	Cashibo-Cacataibo
cbs	Cashinahua	Cashinahua
cbt	Chayahuita	Chayahuita
cbu	Candoshi-Shapra	Candoshi-Shapra
cbv	Cacua	Cacua
cby	Carabayo	Carabayo
cca	Cauca	Cauca
ccc	Chamicuro	Chamicuro
ccd	Cafundo Creole	Creole, Cafundo
cce	Chopi	Chopi
ccg	Samba Daka	Daka, Samba
cch	Atsam	Atsam
ccj	Kasanga	Kasanga
ccl	Cutchi-Swahili	Cutchi-Swahili
ccm	Malaccan Creole Malay	Creole Malay, Malaccan
cco	Comaltepec Chinantec	Chinantec, Comaltepec
ccp	Chakma	Chakma
ccq	Chaungtha	Chaungtha
ccr	Cacaopera	Cacaopera
ccx	Northern Zhuang	Zhuang, Northern
ccy	Southern Zhuang	Zhuang, Southern
cda	Choni	Choni
cde	Chenchu	Chenchu
cdf	Chiru	Chiru
cdg	Chamari	Chamari
cdh	Chambeali	Chambeali
cdi	Chodri	Chodri
cdj	Churahi	Churahi
cdm	Chepang	Chepang
cdn	Chaudangsi	Chaudangsi
cdo	Min Dong Chinese	Chinese, Min Dong
cdr	Cinda-Regi-Tiyal	Cinda-Regi-Tiyal
cds	Chadian Sign Language	Chadian Sign Language
cdz	Koda	Koda
cea	Lower Chehalis	Chehalis, Lower
ceb	Cebuano	Cebuano
ceg	Chamacoco	Chamacoco
ces	Czech	Czech
cet	Centúúm	Centúúm
cfa	Dijim-Bwilim	Dijim-Bwilim
cfd	Cara	Cara
cfg	Como Karim	Como Karim
cga	Changriwa	Changriwa
cgc	Kagayanen	Kagayanen
cgg	Chiga	Chiga
cgk	Chocangacakha	Chocangacakha
cha	Chamorro	Chamorro
chb	Chibcha	Chibcha
chc	Catawba	Catawba
chd	Highland Oaxaca Chontal	Chontal, Highland Oaxaca
che	Chechen	Chechen
chf	Tabasco Chontal	Chontal, Tabasco
chg	Chagatai	Chagatai
chh	Chinook	Chinook
chj	Ojitlán Chinantec	Chinantec, Ojitlán
chk	Chuukese	Chuukese
chl	Cahuilla	Cahuilla
chm	Mari (Russia)	Mari (Russia)
chn	Chinook jargon	Chinook jargon
cho	Choctaw	Choctaw
chp	Chipewyan	Chipewyan
chq	Quiotepec Chinantec	Chinantec, Quiotepec
chr	Cherokee	Cherokee
chs	Chumash	Chumash
cht	Cholón	Cholón
chu	Old Slavonic	Slavonic, Old
chu	Church Slavonic	Slavonic, Church
chu	Old Bulgarian	Bulgarian, Old
chu	Old Church Slavonic	Slavonic, Old Church
chu	Church Slavic	Slavic, Church
chv	Chuvash	Chuvash
chw	Chuwabu	Chuwabu
chx	Chantyal	Chantyal
chy	Cheyenne	Cheyenne
chz	Ozumacín Chinantec	Chinantec, Ozumacín
cia	Cia-Cia	Cia-Cia
cib	Ci Gbe	Gbe, Ci
cic	Chickasaw	Chickasaw
cid	Chimariko	Chimariko
cie	Cineni	Cineni
cih	Chinali	Chinali
cik	Chitkuli Kinnauri	Kinnauri, Chitkuli
cim	Cimbrian	Cimbrian
cin	Cinta Larga	Cinta Larga
cip	Chiapanec	Chiapanec
cir	Tiri	Tiri
cit	Chittagonian	Chittagonian
ciw	Chippewa	Chippewa
ciy	Chaima	Chaima
cja	Western Cham	Cham, Western
cje	Chru	Chru
cjh	Upper Chehalis	Chehalis, Upper
cji	Chamalal	Chamalal
cjk	Chokwe	Chokwe
cjm	Eastern Cham	Cham, Eastern
cjn	Chenapian	Chenapian
cjo	Ashéninka Pajonal	Ashéninka Pajonal
cjp	Cabécar	Cabécar
cjr	Chorotega	Chorotega
cjs	Shor	Shor
cjv	Chuave	Chuave
cjy	Jinyu Chinese	Chinese, Jinyu
cka	Khumi Awa Chin	Chin, Khumi Awa
ckb	Central Kurdish	Kurdish, Central
ckc	Northern Cakchiquel	Cakchiquel, Northern
ckd	South Central Cakchiquel	Cakchiquel, South Central
cke	Eastern Cakchiquel	Cakchiquel, Eastern
ckf	Southern Cakchiquel	Cakchiquel, Southern
ckh	Chak	Chak
cki	Santa María De Jesús Cakchiquel	Cakchiquel, Santa María De Jesús
ckj	Santo Domingo Xenacoj Cakchiquel	Cakchiquel, Santo Domingo Xenacoj
ckk	Acatenango Southwestern Cakchiquel	Cakchiquel, Acatenango Southwestern
ckl	Cibak	Cibak
cko	Anufo	Anufo
ckq	Kajakse	Kajakse
ckr	Kairak	Kairak
cks	Tayo	Tayo
ckt	Chukot	Chukot
cku	Koasati	Koasati
ckv	Kavalan	Kavalan
ckw	Western Cakchiquel	Cakchiquel, Western
ckx	Caka	Caka
cky	Cakfem-Mushere	Cakfem-Mushere
ckz	Cakchiquel-Quiché Mixed Language	Cakchiquel-Quiché Mixed Language
cla	Ron	Ron
clc	Chilcotin	Chilcotin
cld	Chaldean Neo-Aramaic	Neo-Aramaic, Chaldean
cle	Lealao Chinantec	Chinantec, Lealao
clh	Chilisso	Chilisso
cli	Chakali	Chakali
clk	Idu-Mishmi	Idu-Mishmi
cll	Chala	Chala
clm	Clallam	Clallam
clo	Lowland Oaxaca Chontal	Chontal, Lowland Oaxaca
clu	Caluyanun	Caluyanun
clw	Chulym	Chulym
cly	Eastern Highland Chatino	Chatino, Eastern Highland
cma	Maa	Maa
cme	Cerma	Cerma
cmg	Classical Mongolian	Mongolian, Classical
cmi	Emberá-Chamí	Emberá-Chamí
cmk	Chimakum	Chimakum
cml	Campalagian	Campalagian
cmm	Michigamea	Michigamea
cmn	Mandarin Chinese	Chinese, Mandarin
cmo	Central Mnong	Mnong, Central
cmr	Mro Chin	Chin, Mro
cms	Messapic	Messapic
cmt	Camtho	Camtho
cna	Changthang	Changthang
cnb	Chinbon Chin	Chin, Chinbon
cnc	Côông	Côông
cng	Northern Qiang	Qiang, Northern
cnh	Haka Chin	Chin, Haka
cni	Asháninka	Asháninka
cnk	Khumi Chin	Chin, Khumi
cnl	Lalana Chinantec	Chinantec, Lalana
cnm	Ixtatán Chuj	Chuj, Ixtatán
cno	Con	Con
cns	Central Asmat	Asmat, Central
cnt	Tepetotutla Chinantec	Chinantec, Tepetotutla
cnu	Chenoua	Chenoua
cnw	Ngawn Chin	Chin, Ngawn
cnx	Middle Cornish	Cornish, Middle
coa	Cocos Islands Malay	Malay, Cocos Islands
cob	Chicomuceltec	Chicomuceltec
coc	Cocopa	Cocopa
cod	Cocama-Cocamilla	Cocama-Cocamilla
coe	Koreguaje	Koreguaje
cof	Colorado	Colorado
cog	Chong	Chong
coh	Chonyi	Chonyi
coj	Cochimi	Cochimi
cok	Santa Teresa Cora	Cora, Santa Teresa
col	Columbia-Wenatchi	Columbia-Wenatchi
com	Comanche	Comanche
con	Cofán	Cofán
coo	Comox	Comox
cop	Coptic	Coptic
coq	Coquille	Coquille
cor	Cornish	Cornish
cos	Corsican	Corsican
cot	Caquinte	Caquinte
cou	Wamey	Wamey
cov	Cao Miao	Cao Miao
cow	Cowlitz	Cowlitz
cox	Nanti	Nanti
coy	Coyaima	Coyaima
coz	Chochotec	Chochotec
cpa	Palantla Chinantec	Chinantec, Palantla
cpb	Ucayali-Yurúa Ashéninka	Ashéninka, Ucayali-Yurúa
cpc	Ajyíninka Apurucayali	Ajyíninka Apurucayali
cpg	Cappadocian Greek	Greek, Cappadocian
cpi	Chinese Pidgin English	Pidgin English, Chinese
cpn	Cherepon	Cherepon
cps	Capiznon	Capiznon
cpu	Pichis Ashéninka	Ashéninka, Pichis
cpx	Pu-Xian Chinese	Chinese, Pu-Xian
cpy	South Ucayali Ashéninka	Ashéninka, South Ucayali
cqu	Chilean Quechua	Quechua, Chilean
cra	Chara	Chara
crb	Island Carib	Carib, Island
crc	Lonwolwol	Lonwolwol
crd	Coeur d'Alene	Coeur d'Alene
cre	Cree	Cree
crf	Caramanta	Caramanta
crg	Michif	Michif
crh	Crimean Tatar	Tatar, Crimean
crh	Crimean Turkish	Turkish, Crimean
cri	Sãotomense	Sãotomense
crj	Southern East Cree	Cree, Southern East
crk	Plains Cree	Cree, Plains
crl	Northern East Cree	Cree, Northern East
crm	Moose Cree	Cree, Moose
crn	El Nayar Cora	Cora, El Nayar
cro	Crow	Crow
crq	Iyo'wujwa Chorote	Chorote, Iyo'wujwa
crr	Carolina Algonquian	Algonquian, Carolina
crs	Seselwa Creole French	Creole French, Seselwa
crt	Iyojwa'ja Chorote	Chorote, Iyojwa'ja
cru	Carútana	Carútana
crv	Chaura	Chaura
crw	Chrau	Chrau
crx	Carrier	Carrier
cry	Cori	Cori
crz	Cruzeño	Cruzeño
csa	Chiltepec Chinantec	Chinantec, Chiltepec
csb	Kashubian	Kashubian
csc	Catalonian Sign Language	Catalonian Sign Language
csd	Chiangmai Sign Language	Chiangmai Sign Language
cse	Czech Sign Language	Czech Sign Language
csf	Cuba Sign Language	Cuba Sign Language
csg	Chilean Sign Language	Chilean Sign Language
csh	Asho Chin	Chin, Asho
csi	Coast Miwok	Miwok, Coast
csk	Jola-Kasa	Jola-Kasa
csl	Chinese Sign Language	Chinese Sign Language
csm	Central Sierra Miwok	Miwok, Central Sierra
csn	Colombian Sign Language	Colombian Sign Language
cso	Sochiapan Chinantec	Chinantec, Sochiapan
csq	Croatia Sign Language	Croatia Sign Language
csr	Costa Rican Sign Language	Costa Rican Sign Language
css	Southern Ohlone	Ohlone, Southern
cst	Northern Ohlone	Ohlone, Northern
csw	Swampy Cree	Cree, Swampy
csy	Siyin Chin	Chin, Siyin
csz	Coos	Coos
cta	Tataltepec Chatino	Chatino, Tataltepec
ctc	Chetco	Chetco
ctd	Tedim Chin	Chin, Tedim
cte	Tepinapa Chinantec	Chinantec, Tepinapa
cti	Tila Chol	Chol, Tila
ctl	Tlacoatzintepec Chinantec	Chinantec, Tlacoatzintepec
ctm	Chitimacha	Chitimacha
ctn	Chhintange	Chhintange
cto	Emberá-Catío	Emberá-Catío
ctp	Western Highland Chatino	Chatino, Western Highland
cts	Northern Catanduanes Bicolano	Bicolano, Northern Catanduanes
ctu	Tumbalá Chol	Chol, Tumbalá
ctz	Zacatepec Chatino	Chatino, Zacatepec
cua	Cua	Cua
cub	Cubeo	Cubeo
cuc	Usila Chinantec	Chinantec, Usila
cug	Cung	Cung
cuh	Chuka	Chuka
cui	Cuiba	Cuiba
cuj	Mashco Piro	Mashco Piro
cuk	San Blas Kuna	Kuna, San Blas
cul	Culina	Culina
cum	Cumeral	Cumeral
cun	Cunén Quiché	Quiché, Cunén
cuo	Cumanagoto	Cumanagoto
cup	Cupeño	Cupeño
cuq	Cun	Cun
cur	Chhulung	Chhulung
cut	Teutila Cuicatec	Cuicatec, Teutila
cuu	Tai Ya	Tai Ya
cuv	Cuvok	Cuvok
cuw	Chukwa	Chukwa
cux	Tepeuxila Cuicatec	Cuicatec, Tepeuxila
cvn	Valle Nacional Chinantec	Chinantec, Valle Nacional
cwa	Kabwa	Kabwa
cwb	Maindo	Maindo
cwd	Woods Cree	Cree, Woods
cwe	Kwere	Kwere
cwg	Chewong	Chewong
cwt	Kuwaataay	Kuwaataay
cya	Nopala Chatino	Chatino, Nopala
cyb	Cayubaba	Cayubaba
cym	Welsh	Welsh
cyo	Cuyonon	Cuyonon
czh	Huizhou Chinese	Chinese, Huizhou
czk	Knaanic	Knaanic
czn	Zenzontepec Chatino	Chatino, Zenzontepec
czo	Min Zhong Chinese	Chinese, Min Zhong
czt	Zotung Chin	Chin, Zotung
daa	Dangaléat	Dangaléat
dac	Dambi	Dambi
dad	Marik	Marik
dae	Duupa	Duupa
daf	Dan	Dan
dag	Dagbani	Dagbani
dah	Gwahatike	Gwahatike
dai	Day	Day
daj	Dar Fur Daju	Daju, Dar Fur
dak	Dakota	Dakota
dal	Dahalo	Dahalo
dan	Danish	Danish
dao	Daai Chin	Chin, Daai
dap	Nisi	Nisi
daq	Dandami Maria	Maria, Dandami
dar	Dargwa	Dargwa
das	Daho-Doo	Daho-Doo
dat	Darang Deng	Deng, Darang
dau	Dar Sila Daju	Daju, Dar Sila
dav	Taita	Taita
daw	Davawenyo	Davawenyo
dax	Dayi	Dayi
daz	Dao	Dao
dba	Bangeri Me Dogon	Dogon, Bangeri Me
dbb	Deno	Deno
dbd	Dadiya	Dadiya
dbe	Dabe	Dabe
dbf	Edopi	Edopi
dbg	Dogul Dom Dogon	Dogon, Dogul Dom
dbi	Doka	Doka
dbj	Ida'an	Ida'an
dbl	Dyirbal	Dyirbal
dbm	Duguri	Duguri
dbn	Duriankere	Duriankere
dbo	Dulbu	Dulbu
dbp	Duwai	Duwai
dbq	Daba	Daba
dbr	Dabarre	Dabarre
dbu	Bondum Dom Dogon	Dogon, Bondum Dom
dbv	Dungu	Dungu
dby	Dibiyaso	Dibiyaso
dcc	Deccan	Deccan
dcr	Negerhollands	Negerhollands
ddd	Dongotono	Dongotono
dde	Doondo	Doondo
ddg	Fataluku	Fataluku
ddi	Diodio	Diodio
ddj	Jaru	Jaru
ddn	Dendi (Benin)	Dendi (Benin)
ddo	Dido	Dido
dds	Donno So Dogon	Dogon, Donno So
ddw	Dawera-Daweloor	Dawera-Daweloor
dec	Dagik	Dagik
ded	Dedua	Dedua
dee	Dewoin	Dewoin
def	Dezfuli	Dezfuli
deg	Degema	Degema
deh	Dehwari	Dehwari
dei	Demisa	Demisa
dek	Dek	Dek
del	Delaware	Delaware
dem	Dem	Dem
den	Slave (Athapascan)	Slave (Athapascan)
dep	Pidgin Delaware	Delaware, Pidgin
deq	Dendi (Central African Republic)	Dendi (Central African Republic)
der	Deori	Deori
des	Desano	Desano
deu	German	German
dev	Domung	Domung
dez	Dengese	Dengese
dga	Southern Dagaare	Dagaare, Southern
dgc	Casiguran Dumagat Agta	Agta, Casiguran Dumagat
dgd	Dagaari Dioula	Dagaari Dioula
dge	Degenan	Degenan
dgg	Doga	Doga
dgh	Dghwede	Dghwede
dgi	Northern Dagara	Dagara, Northern
dgk	Dagba	Dagba
dgn	Dagoman	Dagoman
dgo	Dogri (specific)	Dogri (specific)
dgr	Dogrib	Dogrib
dgs	Dogoso	Dogoso
dgu	Degaru	Degaru
dgx	Doghoro	Doghoro
dgz	Daga	Daga
dha	Dhanwar (India)	Dhanwar (India)
dhd	Dhundari	Dhundari
dhg	Dhangu	Dhangu
dhi	Dhimal	Dhimal
dhl	Dhalandji	Dhalandji
dhm	Zemba	Zemba
dhn	Dhanki	Dhanki
dho	Dhodia	Dhodia
dhr	Dhargari	Dhargari
dhs	Dhaiso	Dhaiso
dhu	Dhurga	Dhurga
dhv	Dehu	Dehu
dhw	Dhanwar (Nepal)	Dhanwar (Nepal)
dia	Dia	Dia
dib	South Central Dinka	Dinka, South Central
dic	Lakota Dida	Dida, Lakota
did	Didinga	Didinga
dif	Dieri	Dieri
dig	Digo	Digo
dih	Kumiai	Kumiai
dii	Dimbong	Dimbong
dij	Dai	Dai
dik	Southwestern Dinka	Dinka, Southwestern
dil	Dilling	Dilling
dim	Dime	Dime
din	Dinka	Dinka
dio	Dibo	Dibo
dip	Northeastern Dinka	Dinka, Northeastern
diq	Dimli	Dimli
dir	Dirim	Dirim
dis	Dimasa	Dimasa
dit	Dirari	Dirari
diu	Diriku	Diriku
div	Divehi	Divehi
div	Dhivehi	Dhivehi
div	Maldivian	Maldivian
diw	Northwestern Dinka	Dinka, Northwestern
dix	Dixon Reef	Dixon Reef
diy	Diuwe	Diuwe
diz	Ding	Ding
djb	Djinba	Djinba
djc	Dar Daju Daju	Daju, Dar Daju
