Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Venezuela, RB",VEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,276445125755.962,290985158868.339,265664417270.679,250391707190.328,302858985632.641,351098789593.682,401508406840.596,455496799800.983,484878375651.222,468088002591.261,464747491141.729,487696163869.793,523983136899.452,536703526171.983,536122708229.019,..,..,..
Vietnam,VNM,"Population, total",SP.POP.TOTL,80285562,81139919,81956496,82747662,83527678,84308843,85094617,85889590,86707801,87565407,88472512,89436644,90451881,91497725,92544915,93571567,94569072,95540800
Vietnam,VNM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,173614230705.973,188836986787.66,203818351792.069,221796262337.173,246251056787.343,250964084627.741,275842375657.826,301340539325.631,324076200886.202,339437939766.316,367547553283.759,396482343535.126,426297866621.211,455367257309.844,488892691089.131,525076661372.157,571116740300.346,616618427869.077
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108642,108549,108510,108506,108467,108454,108371,108339,108399,108405,108358,108292,108191,108044,107884,107710,107510,107268
Virgin Islands (U.S.),VIR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3596688,3702218,3811102,3927051,4046901,4169506,4294682,4422143,4551566,4684777
West Bank and Gaza,PSE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10875521307.7989,10056007785.5931,9896772391.58793,11063774951.0675,12241058280.3649,14277038636.8369,14222353044.206,14537618359.8963,13736016415.4325,16072324537.6181,16628360397.2923,18332734924.1935,21472348664.5321,21215022023.4547,21821030424.284,25194750974.7662,26541961112.7486,26031155639.9013
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,17874725,18390135,18919179,19462086,20017068,20582927,21160534,21751605,22356391,22974929,23606779,24252206,24909969,25576322,26246327,26916207,27584213,28250420
"Yemen, Rep.",YEM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,50830700200.0031,54508715328.5773,57088123418.0168,59705842122.0479,63086043272.6231,68782091339.7611,75734866169.5494,80556312627.0623,84332574927.5052,90589270230.6028,97493288604.61,85694098679.7649,91967505726.6805,97900385481.1197,97833511667.3465,69568885990.9593,65617765901.0391,..
Zambia,ZMB,"Population, total",SP.POP.TOTL,10531221,10824125,11120409,11421984,11731746,12052156,12383446,12725974,13082517,13456417,13850033,14264756,14699937,15153210,15620974,16100587,16591390,17094130
Zambia,ZMB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16793204436.0393,18147229103.0324,19344313377.5761,21246966672.9611,22526450596.9024,24621020307.8027,26915606791.2139,29337561391.0166,33389816034.1737,38769023032.6892,41506432857.0317,45584354103.5952,51851496278.9992,53783573773.3629,58637538932.1758,61168335732.5435,63916126785.7255,67074517915.3706
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,12222251,12366165,12500525,12633897,12777511,12940032,13124267,13329909,13558469,13810599,14086317,14386649,14710826,15054506,15411675,15777451,16150362,16529904
Zimbabwe,ZWE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,23677360610.3374,24702389994.3105,22998833317.8117,19555221828.0102,18720330564.8219,18240745523.4703,17964450079.35,17560507544.0597,14236621918.4496,15241250146.5722,17490614681.7245,20019030049.3674,23679007713.451,26411380999.2275,27612120849.8848,28221755179.6087,29240313910.6288,30511488208.2313
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,
Last Updated: 08/28/2018,,,,,,,,,,,,,,,,,,,,,
